,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_inc_price,inc_pct,weekday_pct,fancy_car_user,city_Carthag,city_Harko,phone_iPhone,first_month_cat_more_1_trip,first_month_cat_no_trips,month_5_still_here
838,4.27,4.9,3.9,1.09,16.0,68.0,True,1,0,1,1,0,1
839,7.41,5.0,3.0,1.0,0.0,100.0,False,1,0,0,0,1,0
840,3.54,4.8,4.0,1.22,11.1,83.3,True,1,0,1,1,0,1
841,4.55,4.0,4.0,1.0,0.0,50.0,False,0,0,0,0,0,0
842,4.49,4.9,4.6,1.0,0.0,67.6,False,0,0,1,1,0,1
843,2.81,3.5,3.8,1.06,25.0,0.0,True,0,1,1,0,1,1
845,3.07,4.5,4.0,1.0,0.0,50.0,False,1,0,1,0,1,1
846,5.44,5.0,3.0,1.0,0.0,80.0,False,0,0,1,0,1,1
847,12.16,4.8,4.5,1.13,25.0,25.0,True,0,0,1,1,0,1
848,2.52,4.8,4.8,1.19,25.0,50.0,True,1,0,1,1,0,1
850,2.99,4.8,3.5,1.0,0.0,77.8,True,1,0,1,1,0,1
851,20.14,5.0,5.0,1.0,0.0,100.0,False,1,0,1,0,0,0
852,3.09,5.0,5.0,1.0,0.0,100.0,False,1,0,1,1,0,0
853,4.3,4.6,4.0,1.0,0.0,25.0,True,0,0,1,1,0,1
854,1.23,5.0,5.0,1.0,0.0,33.3,False,1,0,1,1,0,0
855,12.96,5.0,5.0,1.0,0.0,100.0,True,0,1,1,0,1,0
856,6.21,5.0,5.0,1.0,0.0,0.0,False,0,1,1,0,1,1
857,3.34,4.9,5.0,1.3,20.0,70.0,True,1,0,1,1,0,1
858,4.2,5.0,5.0,1.06,25.0,50.0,False,1,0,1,1,0,0
859,2.18,5.0,4.7,1.0,0.0,33.3,True,0,0,1,1,0,0
860,4.27,5.0,5.0,1.0,0.0,100.0,True,1,0,0,0,0,0
861,8.54,5.0,4.0,1.25,50.0,50.0,False,0,1,1,1,0,0
862,6.92,4.8,5.0,1.19,33.3,88.9,False,0,0,0,1,0,0
863,3.4,5.0,5.0,1.75,100.0,0.0,False,1,0,0,0,0,0
864,1.37,5.0,4.5,1.25,66.7,100.0,False,0,0,1,0,1,0
866,3.73,4.8,4.7,1.24,40.0,40.0,False,1,0,0,1,0,1
867,3.73,4.9,4.9,1.05,6.7,93.3,False,0,0,1,1,0,1
870,1.74,4.0,5.0,1.0,0.0,50.0,False,0,1,1,1,0,0
871,7.08,4.8,4.6,1.06,9.5,76.2,True,0,0,1,1,0,1
872,3.42,4.8,4.8,1.0,0.0,45.5,False,0,0,0,1,0,1
873,2.35,5.0,5.0,1.05,20.0,100.0,False,0,0,1,1,0,0
874,2.76,4.9,4.9,1.0,0.0,48.4,False,0,1,1,1,0,1
875,15.62,5.0,5.0,1.0,0.0,100.0,False,0,0,0,0,0,0
877,5.74,5.0,4.7,1.0,0.0,100.0,True,0,0,0,1,0,0
878,1.3,5.0,5.0,1.0,0.0,66.7,True,1,0,1,0,1,0
879,2.69,4.6,5.0,1.18,9.1,59.1,True,1,0,0,0,0,1
880,6.91,4.8,5.0,1.07,8.3,45.8,True,1,0,1,0,0,1
881,1.59,4.6,4.3,1.0,0.0,50.0,False,0,0,1,1,0,1
884,3.69,4.6,4.8,1.05,7.1,39.3,True,1,0,1,1,0,1
885,2.87,5.0,5.0,1.06,15.4,84.6,True,0,1,1,0,0,1
886,7.55,4.9,4.4,1.0,0.0,66.7,False,0,1,1,0,0,1
888,0.92,5.0,5.0,2.13,100.0,0.0,False,1,0,1,1,0,0
889,0.38,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,1
890,2.57,4.9,5.0,1.36,57.1,28.6,True,1,0,0,1,0,1
891,4.26,5.0,5.0,1.0,0.0,25.0,True,1,0,0,1,0,1
892,18.7,5.0,4.0,1.0,0.0,50.0,False,1,0,1,0,1,0
893,1.68,4.9,4.3,1.0,0.0,90.0,True,1,0,1,1,0,1
894,3.68,4.8,5.0,1.1,20.0,20.0,False,0,0,0,1,0,1
895,4.51,4.6,4.8,1.05,11.4,45.7,True,0,0,0,1,0,1
896,2.97,3.0,4.0,1.0,0.0,33.3,False,0,0,1,0,0,0
897,3.79,4.9,4.4,1.02,10.0,60.0,False,0,0,0,1,0,1
898,1.84,4.8,3.8,1.09,10.0,70.0,False,1,0,0,1,0,1
899,13.35,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,1,0
900,3.42,4.8,3.8,1.0,0.0,42.1,False,0,0,1,1,0,1
901,1.15,3.0,5.0,1.0,0.0,100.0,True,0,0,0,0,1,0
902,11.78,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,0,0
903,5.11,4.9,4.7,1.16,25.0,81.3,True,0,1,1,1,0,1
904,10.95,5.0,5.0,1.0,0.0,50.0,False,1,0,0,0,0,0
905,5.37,4.5,3.0,1.0,0.0,0.0,False,1,0,0,0,1,0
906,33.77,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
907,2.49,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,1
908,2.99,4.8,4.2,1.42,38.5,53.8,False,1,0,1,1,0,1
909,2.4,4.8,5.0,1.0,0.0,0.0,True,0,0,0,0,1,0
910,5.67,5.0,4.1,1.01,3.6,71.4,False,0,0,0,0,1,0
911,17.05,5.0,5.0,1.0,0.0,100.0,True,0,0,1,1,0,0
912,1.39,5.0,5.0,1.0,0.0,40.0,True,1,0,1,0,1,1
913,2.53,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,0,0
914,11.61,5.0,4.3,1.0,0.0,100.0,False,0,0,0,1,0,0
915,2.19,4.9,4.8,1.01,2.1,58.3,False,0,1,1,1,0,1
916,1.3,5.0,4.3,1.0,0.0,100.0,False,0,0,1,1,0,0
917,4.04,4.6,4.7,1.15,21.4,50.0,False,0,0,1,1,0,1
919,1.3,5.0,5.0,1.13,50.0,100.0,True,0,1,1,0,1,1
920,5.18,5.0,5.0,1.0,0.0,100.0,False,0,0,1,0,1,0
921,3.58,2.0,4.0,1.0,0.0,100.0,True,1,0,1,0,1,0
922,5.19,5.0,4.0,1.0,0.0,75.0,True,0,0,0,0,1,0
923,4.82,5.0,5.0,1.13,33.3,66.7,True,1,0,1,1,0,0
924,4.51,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,0,0
926,8.52,5.0,5.0,1.0,0.0,100.0,True,0,0,1,1,0,0
927,2.14,3.7,5.0,1.0,0.0,0.0,False,1,0,1,1,0,0
928,2.62,5.0,4.0,1.0,0.0,100.0,False,1,0,1,0,1,0
929,12.86,4.7,5.0,1.0,0.0,100.0,True,0,1,1,1,0,1
931,3.8,4.7,4.8,1.04,8.3,58.3,True,1,0,1,1,0,1
932,2.13,4.6,3.7,1.0,0.0,77.8,False,1,0,1,1,0,0
933,1.92,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,1,0
934,21.84,5.0,5.0,1.0,0.0,100.0,True,1,0,1,0,1,0
935,8.22,5.0,5.0,1.0,0.0,33.3,False,1,0,0,0,1,0
936,1.31,4.9,5.0,1.03,12.5,87.5,False,0,1,1,0,0,1
937,3.65,5.0,5.0,1.0,0.0,80.0,True,0,1,1,1,0,1
938,2.28,4.8,4.0,1.0,0.0,0.0,False,0,0,0,0,1,0
939,8.9,4.8,4.9,1.0,0.0,40.0,True,0,0,1,0,0,1
941,7.42,4.8,4.9,1.02,4.0,70.0,False,0,0,1,0,0,1
942,4.6,5.0,5.0,1.05,20.0,40.0,True,0,0,0,1,0,0
944,2.78,5.0,5.0,1.06,25.0,25.0,False,0,0,1,1,0,0
945,17.7,5.0,5.0,1.0,0.0,0.0,False,0,0,1,0,1,0
946,3.19,5.0,5.0,1.31,50.0,50.0,False,0,1,1,0,1,1
948,8.96,4.7,4.0,1.02,8.3,58.3,True,1,0,1,1,0,1
949,1.26,4.3,4.6,1.0,0.0,33.3,True,0,1,1,0,1,1
950,7.59,5.0,5.0,1.13,50.0,100.0,False,1,0,1,1,0,0
951,2.16,5.0,3.5,1.0,0.0,100.0,False,0,0,1,1,0,0
953,4.73,5.0,4.8,1.06,25.0,25.0,False,0,0,1,0,1,0
954,3.25,5.0,5.0,1.0,0.0,0.0,True,0,0,1,1,0,1
955,6.67,4.8,4.4,1.0,0.0,36.4,False,0,0,0,1,0,0
956,20.61,4.8,5.0,1.0,0.0,75.0,False,0,1,1,0,0,1
958,4.27,5.0,5.0,1.0,0.0,100.0,True,0,0,0,0,0,0
959,5.49,3.0,3.0,2.5,100.0,0.0,False,1,0,0,0,0,0
960,2.95,4.3,5.0,1.22,22.2,77.8,False,0,0,1,0,0,1
961,3.95,5.0,5.0,1.25,33.3,66.7,False,1,0,1,0,0,1
962,3.23,4.8,5.0,1.0,0.0,20.0,False,0,0,1,1,0,1
963,7.57,4.8,5.0,1.0,0.0,100.0,False,0,0,0,1,0,1
964,4.21,5.0,4.0,1.17,33.3,33.3,True,0,0,1,1,0,0
965,4.58,4.6,3.8,1.0,0.0,60.0,True,0,0,0,0,1,1
966,3.73,4.6,4.6,1.01,1.8,82.1,True,0,0,1,1,0,1
967,4.65,4.2,4.4,1.0,0.0,36.4,False,0,0,0,0,1,1
968,13.7,5.0,5.0,1.0,0.0,100.0,False,0,1,0,0,0,0
970,3.6,4.6,5.0,1.0,0.0,25.0,True,0,0,1,1,0,1
971,6.94,5.0,5.0,1.0,0.0,100.0,False,1,0,0,0,1,0
972,1.78,5.0,4.8,1.36,44.4,100.0,False,0,0,1,0,0,0
973,8.46,4.5,1.0,1.0,0.0,100.0,True,1,0,1,0,0,0
974,1.81,4.0,4.3,1.0,0.0,50.0,False,0,0,0,0,1,1
975,2.69,4.8,3.5,1.25,60.0,60.0,False,0,0,1,1,0,1
976,3.52,4.7,5.0,1.0,0.0,100.0,False,0,0,1,1,0,1
978,2.63,4.8,3.7,1.0,0.0,12.5,False,0,0,0,1,0,1
979,4.74,4.7,4.2,1.03,12.9,67.7,True,0,0,1,1,0,1
980,2.87,4.8,4.3,1.0,0.0,50.0,False,0,0,1,1,0,0
982,2.25,3.5,5.0,1.0,0.0,100.0,False,0,1,1,0,1,1
983,2.74,4.7,5.0,1.13,16.7,83.3,False,1,0,1,1,0,1
984,1.56,5.0,3.0,1.0,0.0,100.0,False,0,0,0,0,0,0
985,7.79,5.0,5.0,1.0,0.0,100.0,True,0,0,0,1,0,0
986,2.05,5.0,5.0,1.0,0.0,0.0,False,1,0,0,0,0,0
987,20.2,5.0,5.0,1.0,0.0,50.0,False,0,0,1,0,0,1
989,9.37,4.8,5.0,1.0,0.0,100.0,False,0,1,1,0,1,0
990,3.68,4.0,4.0,1.5,100.0,100.0,False,0,0,0,0,0,0
991,2.49,4.7,3.5,1.08,33.3,33.3,False,1,0,0,0,1,0
992,2.1,4.7,4.5,1.0,0.0,66.7,True,0,0,1,1,0,0
993,2.29,5.0,5.0,1.0,0.0,33.3,False,0,1,1,0,1,1
994,6.19,5.0,5.0,1.0,0.0,100.0,False,0,1,1,0,0,1
995,4.9,4.6,3.9,1.09,9.1,72.7,False,0,0,1,1,0,0
996,1.91,4.8,4.0,1.0,0.0,68.4,False,1,0,1,1,0,0
997,1.82,5.0,3.0,1.0,0.0,100.0,True,1,0,1,0,1,0
998,6.47,4.4,5.0,1.0,0.0,90.0,False,0,0,1,1,0,1
999,4.02,4.7,3.5,1.0,0.0,80.0,True,1,0,1,1,0,1
